"ID","icon","critterpedia_index","available_dry","available_wet","name","normalised_name","capture_quote","price","size","location","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"[52231,39365062]","https://starwort.github.io/nookdata/assets/fish/08.png",8,1,1,"Ranchu Goldfish","ranchu_goldfish","I caught a Ranchu Goldfish! But I prefer balsamicu goldfish!",4500,2,"Pond","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]","#ROW[53331,40049685]"
"[52231,39365153]","https://starwort.github.io/nookdata/assets/fish/70.png",70,1,1,"ray","ray","I caught a ray! A few more and I'll have a tan!",3000,5,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049633]","#ROW[53331,40049633]","#ROW[53331,40049633]","#ROW[53331,40049633]","#ROW[53331,40049188]"
"[52231,39365286]","https://starwort.github.io/nookdata/assets/fish/59.png",59,1,1,"red snapper","red_snapper","I caught a red snapper! It looks pretty dapper!",3000,4,"Sea","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]"
"[52231,39365434]","https://starwort.github.io/nookdata/assets/fish/64.png",64,1,1,"ribbon eel","ribbon_eel","I caught a ribbon eel! Can it tie itself into a bow?",600,26,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39365618]","https://starwort.github.io/nookdata/assets/fish/44.png",44,1,1,"saddled bichir","saddled_bichir","I caught a saddled bichir! And me without my tiny riding crop...",4000,4,"River","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39366024]","https://starwort.github.io/nookdata/assets/fish/30.png",30,1,1,"salmon","salmon","I caught a salmon! It's all upstream from here!",700,4,"River mouth (first half of September)\nRiver (second half of September)","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39367924]","https://starwort.github.io/nookdata/assets/fish/71.png",71,1,1,"saw shark","saw_shark","I caught a saw shark! You could call it a sea saw!",12000,16,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049636]","#ROW[53331,40049636]","#ROW[53331,40049636]","#ROW[53331,40049636]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39640591]","https://starwort.github.io/nookdata/assets/fish/58.png",58,1,1,"sea bass","sea_bass","I caught a sea bass! No, wait - it's at least a C+!",400,5,"Sea","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]"
"[52231,39641309]","https://starwort.github.io/nookdata/assets/fish/46.png",46,1,1,"sea butterfly","sea_butterfly","I caught a sea butterfly! Try not to confuse it with a sea moth!",1000,1,"Sea","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]"
"[52231,39641392]","https://starwort.github.io/nookdata/assets/fish/47.png",47,1,1,"sea horse","sea_horse","I caught a sea horse! But... where's its sea jockey?",1100,1,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]"
"[52231,39641495]","https://starwort.github.io/nookdata/assets/fish/12.png",12,1,1,"snapping turtle","snapping_turtle","I caught a snapping turtle! How can it snap without fingers?",5000,5,"River","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049678]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39641802]","https://starwort.github.io/nookdata/assets/fish/11.png",11,1,1,"soft-shelled turtle","soft_shelled_turtle","I caught a soft-shelled turtle! It's more sensitive than other turtles.<br>I caught a soft-shelled turtle! I should take a shellfie!",3750,4,"River","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049636]","#ROW[53331,40049636]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39641907]","https://starwort.github.io/nookdata/assets/fish/62.png",62,1,1,"squid","squid","I caught a squid! It's off the hook!<br>I caught a squid! I had an inkling I might!<br>I caught a squid! Do they... not actually ""bloop""?",500,3,"Sea","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]"
"[52231,39641993]","https://starwort.github.io/nookdata/assets/fish/29.png",29,1,1,"stringfish","stringfish","OH MY GOSH! I caught a stringfish! Five more and I'll have a guitarfish!",15000,5,"Clifftop river","#ROW[53331,40049636]","#ROW[53331,40049636]","#ROW[53331,40049636]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049636]"
"[52231,39642087]","https://starwort.github.io/nookdata/assets/fish/45.png",45,1,1,"sturgeon","sturgeon","I caught a sturgeon! Wonder if it can perform sturgery...",10000,6,"River mouth","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]"
"[52231,39642229]","https://starwort.github.io/nookdata/assets/fish/75.png",75,1,1,"suckerfish","suckerfish","I caught a suckerfish! I thought it was a shark! Oh, wait - now I get it. ""Sucker""...",1500,16,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39642291]","https://starwort.github.io/nookdata/assets/fish/49.png",49,1,1,"surgeonfish","surgeonfish","I caught a surgeonfish! Scalpel! Forceps! Fish hook!",1000,2,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39642440]","https://starwort.github.io/nookdata/assets/fish/25.png",25,1,1,"sweetfish","sweetfish","I caught a sweetfish! Hope it's not artificially sweet!",900,3,"River","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39642528]","https://starwort.github.io/nookdata/assets/fish/13.png",13,1,1,"tadpole","tadpole","I caught a tadpole... It's just a tad small.",100,1,"Pond","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39642567]","https://starwort.github.io/nookdata/assets/fish/22.png",22,1,1,"tilapia","tilapia","I caught a tilapia! It makes me happy-a!",800,3,"River","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39643027]","https://starwort.github.io/nookdata/assets/fish/65.png",65,1,1,"tuna","tuna","I caught a tuna! It's a little off-key!",7000,6,"Pier","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]"
"[52231,39643067]","https://starwort.github.io/nookdata/assets/fish/74.png",74,1,1,"whale shark","whale_shark","<big>Thar she blows!</big> I caught a whale shark! I'm tellin' ya, it was thiiiiiiiiiiiiiiiiiiiis big!",13000,16,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]"
"[52231,39643197]","https://starwort.github.io/nookdata/assets/fish/20.png",20,1,1,"yellow perch","yellow_perch","I caught a yellow perch! Those yellow birds have to sit somewhere!",300,3,"River","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]"
"[52231,39643241]","https://starwort.github.io/nookdata/assets/fish/52.png",52,1,1,"zebra turkeyfish","zebra_turkeyfish","I caught a zebra turkeyfish! Land, air, water - make up your mind!",500,3,"Sea","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049188]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049680]","#ROW[53331,40049188]"
